0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.941421356237309226e+01,1.300000000000000000e+01,1.797056274847714619e+01,2.297056274847714619e+01,6.497056274847714974e+01,8.402438661763942207e+01,6.700000000000000000e+01,8.500000000000000000e+01,8.872792206135784454e+01,1.120000000000000000e+02,3.900000000000000000e+01,1.000000000000000000e+00,5.345584412271570329e+01,1.003259018078044562e+02,1.182132034355963981e+02,2.400000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.828427124746189847e+00,1.000000000000000000e+00,1.414213562373095145e+00,1.865685424949237969e+01,5.545584412271566777e+01,5.959797974644661878e+01,5.500000000000000000e+01,7.300000000000000000e+01,7.548528137423855355e+01,1.000000000000000000e+02,2.700000000000000000e+01,1.141421356237309581e+01,1.965685424949237969e+01,7.589949493661164581e+01,1.120121933088196755e+02,1.041421356237309581e+01
0.000000000000000000e+00,3.941421356237309226e+01,5.828427124746189847e+00,0.000000000000000000e+00,4.031370849898475939e+01,5.828427124746189847e+00,6.414213562373094923e+00,4.879898987322329873e+01,4.300000000000000000e+01,5.455634918610401485e+01,9.405382386916227233e+01,6.924264068711927678e+01,1.111543289325505981e+02,7.004163056034258261e+01,1.641421356237309581e+01,1.000000000000000000e+00,6.800000000000000000e+01,1.020416305603425684e+02,1.414213562373095145e+00
0.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,4.031370849898475939e+01,0.000000000000000000e+00,1.082842712474619162e+01,1.582842712474619162e+01,4.782842712474618452e+01,7.688225099390848527e+01,2.900000000000000000e+01,4.700000000000000000e+01,4.782842712474618452e+01,7.400000000000000000e+01,1.000000000000000000e+00,1.341421356237309581e+01,4.689949493661166002e+01,7.987005768508875292e+01,7.731370849898473807e+01,2.738477631085024200e+01
0.000000000000000000e+00,1.797056274847714619e+01,1.414213562373095145e+00,5.828427124746189847e+00,1.082842712474619162e+01,0.000000000000000000e+00,1.000000000000000000e+00,4.300000000000000000e+01,5.294112549695424974e+01,5.662741699796947614e+01,8.287005768508875292e+01,6.882842712474618452e+01,9.997056274847710711e+01,4.055634918610405748e+01,1.631370849898476294e+01,1.241421356237309581e+01,6.924264068711927678e+01,9.955634918610401485e+01,1.589949493661166713e+01
0.000000000000000000e+00,2.297056274847714619e+01,1.865685424949237969e+01,6.414213562373094923e+00,1.582842712474619162e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.341421356237309581e+01,1.007106781186547551e+01,4.087005768508880266e+01,2.972792206135785875e+01,5.797056274847710711e+01,2.682842712474619162e+01,2.255634918610405037e+01,1.000000000000000000e+00,2.931370849898476294e+01,5.755634918610401485e+01,2.297056274847714619e+01
0.000000000000000000e+00,6.497056274847714974e+01,5.545584412271566777e+01,4.879898987322329873e+01,4.782842712474618452e+01,4.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.828427124746189847e+00,1.000000000000000000e+00,3.387005768508880976e+01,2.479898987322333781e+01,5.097056274847710711e+01,1.982842712474619162e+01,6.455634918610401485e+01,7.414213562373094923e+00,2.438477631085024200e+01,5.055634918610401485e+01,6.497056274847710711e+01
0.000000000000000000e+00,8.402438661763942207e+01,5.959797974644661878e+01,4.300000000000000000e+01,7.688225099390848527e+01,5.294112549695424974e+01,1.341421356237309581e+01,5.828427124746189847e+00,0.000000000000000000e+00,3.828427124746189847e+00,7.224264068711927678e+01,2.141421356237309581e+01,6.859797974644659746e+01,6.914213562373093680e+01,7.449747468305825748e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.048528137423857132e+01,6.041421356237309226e+01
0.000000000000000000e+00,6.700000000000000000e+01,5.500000000000000000e+01,5.455634918610401485e+01,2.900000000000000000e+01,5.662741699796947614e+01,1.007106781186547551e+01,1.000000000000000000e+00,3.828427124746189847e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.841421356237309581e+01,2.800000000000000000e+01,1.000000000000000000e+00,7.818376618407349099e+01,9.656854249492379694e+00,1.741421356237309581e+01,3.172792206135785875e+01,7.776955262170039873e+01
